SENTENCE,LAST_WORD 
cậu không cần phải khóc về việc,đó
không phải chuyện,đó
đó là chai rượu scotch 600 đô,la
ôi chúa,ơi
tôi hy vọng,marshall
sẽ đến kịp buổi tối diễn,tập
cảm ơn,linus
anh ấy đang ở đâu đó ở,wisconsin
trong chiếc xe,thuê
công ty,hertz
có đau lòng một,chút
nhưng tôi sẽ không khóc vì chuyện,đó
bọn anh đã làm vậy cả buổi,chiều
ồ cho ai,vậy
gối,marsh
các con còn nhớ,đó
bất cứ khi nào marshall đi đâu vài,ngày
lily sẽ bù đắp bằng một người,gối
cô ấy diện đồ và đặt tên là gối,marsh
chuyện khá bình,thường
nhưng với,việc
marshall phải lái xe xuyên quốc,gia
lily đã quyết định nâng,cấp
hãy gặp gối marsh phiên bản 2,0
,đây
anh lên hình,chưa
chào các,cậu
,chào
chào,marshall
giống như cậu đang ở đây,vậy
này,ted
cậu có thể cho tôi nhìn sơ một vòng,không
,chà
chỗ này trông,tuyệt
chờ mà,xem
cậu ấy bị đơ,rồi
chuyện tương tự đã xảy ra tối,qua
ở thời điểm tệ hại,nhất
tôi vừa mới quỳ xuống bốn,chân
và cởi quần,lót
giờ lily bị đơ,rồi
,vời
chỗ này tuyệt,vời
chà lily có vẻ cậu đã đầu tư thời,gian
cho thứ này,nhỉ
nhưng tôi tự hỏi thay vì mặc,đồ
cho búp bê chồng khổng lồ như malibu,ken
cậu đã có thể dành một hai phút,để
tôi không,biết
lên kế hoạch tiệc độc thân chán,ngắt
cậu đã làm cho,tôi
phù,dâu
cô,dâu
có thể là tôi đã quên gửi thư mời điện,tử
,robin
chúc mừng tiệc độc,thân
cậu đã mời,patrice
đến buổi tiệc độc thân của,tôi
không,hề
thật buồn,cười
khi tôi lên kế,hoạch
cho buổi tiệc độc thân của,barney
tôi đã mời được anh,hùng
thời niên thiếu của anh ấy billy,zabka
từ bộ phim the karate,kid
nhưng cậu đã mời được,patrice
tôi xin lỗi,robin
tôi đã quá tập,trung
vào việc chuyển đến,rome
tôi đoán tôi đã quên mời mấy cô,gái
lily tôi muốn cho cậu,thấy
cách làm thế,nào
billy zabka một gã tuyệt,vời
hãy nhìn sự kĩ lưỡng của,ted
khi tổ chức trò đánh bài phù,rể
anh ấy tổ chức cho,barney
chờ đã tôi nghĩ hình ảnh của,tôi
đang bị,chậm
mũ phù rể cho người chia,bài
bộ bài được thiết kế,riêng
barney là quân,già
và quân,đầm
khỏa,thân
đó là mệnh lệnh đầu tiên của,tôi
thêm nữa ted đã tự viết,tay
các bảng tên trên,bàn
ở tiệc cưới bằng chữ thư,pháp
anh ấy là phù thủy với cây,bút
tôi không biết mấy việc đó,đâu
dù ủy ban trang trí đã,đến
để nhờ tôi làm bảng,hiệu
cho buổi vũ hội của sinh viên năm,cuối
tôi nghe nói chúng thành công,lắm
này anh bạn nghe,này
tôi biết cậu sẽ giết tôi nhưng tôi,quên
không mang mấy cái bảng,tên
ừ tôi ghét việc phải nhờ cậu làm,lại
không cần nói nhiều phù rể sẽ,làm
cảm ơn,ted
vậy bây giờ phù,rể
đang đau đớn viết tay 200 tấm bảng,tên
nhưng phù dâu của,tôi
lại quên nhấn nút gửi đi thiệp điện,tử
tôi không quên mời các cô,gái
đến tiệc độc thân của,cậu
cậu đâu có bạn,gái
,sao
,sao
,sao
sao tôi cả nhóm bạn gái của,tôi
tôi đã đưa cậu danh sách,rồi
danh sách này,sao
đúng,rồi
cô cao cao ở chỗ,làm
cô miệng hôi ở tiệm cà,phê
cô cao trung bình ở chỗ,đó
ôi xin lỗi tôi đã không tìm cô,ấy
cô ấy nghe có vẻ,tuyệt
thật ra cô ta khá xấu,tính
chấp nhận đi,robin
cậu ghét phụ nữ,và
phụ nữ ghét,cậu
ted đã không đến buổi vũ hội,à
kinh,điển
trong khi lily đang nói,thật
với tư cách là phù,dâu
phù rể lại đang hoàn thành nhiệm,vụ
một cách tốt,nhất
này anh bạn nghe,này
dì của tôi ida bị chai,chân
và cần phòng ở tầng,một
cậu có thể đổi phòng được,không
không cần phải nói phù rể sẽ,lo
cảm ơn,ted
anh bạn nghe,này
đàn bồ câu của lễ cưới đến,sớm
và tôi không biết nên đặt chúng ở,đâu
không cần nói nhiều phù rể sẽ,lo
cảm ơn,ted
tội nghiệp bọn,mi
bị nhốt tù túng,quá
chắc thả bọn mi ra một,chút
cũng không gây hại gì,nhỉ
chúng thả bom khắp phòng,tôi
tôi ước tôi đã đóng va li,lại
và cả miệng của,tôi
anh bạn nghe,này
tôi thấy cậu viết,no
thay vì viết ký hiệu,số
tôi lo là điều,này
sẽ làm khách mời bị,rối
không nói nữa phù rể sẽ,lo
cảm ơn,ted
chúng,đây
bảng tên mới còn chưa ráo,mực
được viết trong tình trạng khó,khăn
xét việc tôi chỉ mang bút lông du,lịch
chờ đã sao đã bắt đầu chơi bài,rồi
ồ do phù rể đổi thời,gian
làm gì,có
có,đấy
này,ted
cảm ơn vì cái mũ dễ thương nhé anh,bạn
billy zabka là phù rể mới của cậu,sao
anh ấy là người tốt nhất quanh,đây
xin lỗi ted có lẽ đám cưới kế tiếp,nhé
vậy cậu chơi trò xì tố của phù,rể
mà không có,tôi
tim gunn ở đây còn tôi thì,không
tôi là thợ may riêng của,barney
dĩ nhiên tôi được ở,đây
thêm nữa,tôi
cũng chưa từng chơi xì tố bao,giờ
có vẻ khá hay,đấy
tôi chuyển xuống phòng tối,tăm
tôi viết hàng trăm tấm,bảng
tôi thậm chí còn mát xa,chân
cho bà dì ida của,cậu
hiệu quả đến,nỗi
bà ấy lăn ra ngủ tại hành,lang
ừ thật ra tôi không có bà dì ida,nào
vậy là cậu,giận
chuyện tôi và robin đã nắm,tay
dĩ nhiên tôi giận chứ,ted
nắm tay như là,kiểu
làm tình của bọn lớp,bốn
trong trường hợp cậu lớp 12 tự đập,tay
cậu đã phạm luật huynh,đệ
không tôi không,có
tôi chỉ giúp robin như một người,bạn
bởi vì cậu không,đến
tôi không phạm luật huynh,đệ
chuyện đã được ghi rõ,ràng
anh em sẽ không có phút giây kì,quái
với vợ sắp cưới của một người anh em,khác
tệ thật chúng ta đang ở,farhampton
và thật sự không thể kiểm tra,được
tôi hân hạnh thông,báo
luật huynh đệ đã thay,thế
kinh thánh ở một vài khách,sạn
trên khắp cả,nước
luật huynh,đệ
tôi xin lỗi vì đã nói cậu ghét phụ,nữ
ừ đừng,thế
vì lý do gì đó tôi,chỉ
tôi chỉ không thể kết nối với,họ
nấp,đi
giúp tôi với,nhé
tôi còn cả mớ quà cưới trong xe,tải
tuyệt tôi yêu robin,quá
ôi chúa ơi tôi sẽ bóp cổ ả,đó
robin có chuyện,gì
giữa cậu và phụ nữ,vậy
họ thật phiền,phức
tôi rất vui vì cậu,là
bạn nữ duy nhất của,tôi
bọn con gái thường cứ rên rỉ và khóc,lóc
vì mấy chuyện bé,tí
đúng chính xác là,vậy
cảm ơn cậu ôi hu,hu
hãy nhìn tôi,đi
tôi là đứa con gái nhạy,cảm
ôi chúa ơi tôi xin,lỗi
cậu đang khóc,thật
thật đáng,buồn
tôi không thể là bạn gái duy nhất của,cậu
ừ thì tôi không cần ai,khác
tôi đã có,cậu
sáu ngày,nữa
và sau đó tôi đến rome trong một,năm
cậu sẽ định làm gì nếu không,có
bữa sáng muộn thứ bảy của bọn,mình
cùng với mấy câu chuyện,phiếm
chơi số đông,hả
này này,boston
sao không tụt quần khúc côn cầu,xuống
và thực sự làm,bậy
trên sân băng lần tới,đi
mình thích,quá
thấy không chỉ mới nghĩ,thôi
cũng đã thấy kinh khủng quá,rồi
,ừ
cậu cần một người bạn nữ,khác
khi nào tôi cố nói chuyện với phụ,nữ
họ nhìn như thể muốn đấm tôi,vậy
có thể cậu đã vô tình tạo ra ấn tượng,sai
như là cậu sẽ nói,gì
với mấy cô trong phòng,tập
à lâu lắm rồi tôi chưa đến phòng,tập
hệ trao đổi chất của tôi rối loạn,lắm
tôi có thể ăn hết cả nửa bát,kem
cho bữa ăn nhẹ nửa,đêm
mà tỉnh dậy lại giảm,cân
giảm mọi chỗ trừ,ngực
thật khó,chịu
cậu sẽ phải tốn nhiều công sức lắm,đấy
nó ở trong đây đâu,đó
nhất định phải,có
lẽ ra tôi nên xếp,theo
thứ tự bảng chữ cái huynh,đệ
ai quan tâm tới luật huynh đệ,chứ
đó chỉ là quyển sách ngớ,ngẩn
cậu bịa ra,thôi
sao cậu,dám
luật huynh đệ đã có từ nhiều thế,kỷ
,không
thứ gì lâu hơn nhiều thế,kỷ
làm ơn đừng giảng lịch sử không có,thật
luật huynh đệ có nguồn,gốc
từ tận thời của,broses
điều,một
nhất bạn nhì,bồ
được rồi tôi biết cậu đang làm,gì
không thể chứng minh tôi vi,phạm
luật huynh đệ cậu đang bịa,chuyện
cuốn sách thiêng liêng này cuối,cùng
đã được đưa tới thế giới,mới
vào năm 1776 bởi không ai,khác
ngoài christopher,brolumbus
điều,62
người anh em nào xí phần,trước
thì được,trước
ồ xí phần,nhé
và đó là lý do vì sao ông,ấy
được quan hệ với,pocahontas
pocahontas cặp với john smith,chứ
có thể đó là,theo
thông tin đăng ký khách,sạn
điều bà brolumbus không,biết
không thể làm tổn thương bà ấy,nhỉ
trừ bệnh giang mai từ thế giới,mới
nhưng tôi lạc đề,rồi
barney nếu cậu tin vào luật huynh,đệ
sao cậu lại vi phạm nó nhiều lần,vậy
sao cậu,dám
tôi chưa bao giờ vi phạm luật huynh,đệ
điều,104
mẹ của anh em luôn là giới hạn,cấm
ừ nghe này chúng ta đã rất,vui
khi đùa về chuyện tôi quan hệ với mẹ,cậu
không phải chúng ta tiếp,đi
nhưng tôi thề chưa hề có chuyện,gì
từng xảy ra giữa tôi và mẹ,cậu
tin tôi,đi
chuyện gì xảy ra với tay cậu,thế
cơ thể tôi và mẹ cậu đã quấn nhau như,thế
được rồi thật là lố,bịch
thật lố bịch khi cậu không thừa,nhận
chuyện nắm tay robin là kì,cục
nó không,kì
có,đấy
cậu biết sao,không
chúng ta cần một người anh em thứ,ba
công bằng đứng ra giải quyết chuyện,này
để giải quyết việc,này
tôi rất cần phải phân,tích
văn bản của luật huynh,đệ
thật tệ là marshall không có bản,sao
thật ra tôi,có
nó ở túi sau ghế máy bay của,tôi
thay bảng hướng dẫn an,toàn
tôi cũng hân hạnh thông,báo
luật huynh đệ hiện đã có,mặt
ở vài hãng máy bay trên khắp đất,nước
và,lufthansa
luật huynh đệ rất nổi tiếng ở,đức
được rồi hãy chứng minh cho,tôi
rằng cậu có thể làm bạn với một cô,gái
cô đó thì,sao
cô gái tóc mái ngang đó,à
bất cứ ai làm vậy với mái,tóc
đang trải qua biến chuyển,lớn
trong đời tôi không muốn,nghe
lần sau nuôi tóc,mái
dài đủ để che miệng luôn,nhé
bỏ,qua
được rồi,vậy
cô kia thì,sao
giày bệt,sao
sao tí nữa định đi cướp,à
qua 5 00 rồi đi giày cao gót,đi
cho qua,nhé
được rồi vậy,còn
tôi còn chưa chỉ vào ai,mà
giờ thì dù không được nói,rõ
trong luật huynh,đệ
một khoảnh khắc kì quái,giữa
một người anh em và vợ sắp cưới,của
người anh em khác,là
theo quan điểm huynh đệ của,tôi
là vi phạm,luật
,không
chính,xác
tuy nhiên ted đã giúp,robin
như một người,bạn
vì vậy nắm tay cô,ấy
không nhất thiết là khoảnh khắc kì,cục
,không
chính,xác
như vậy,là
gì,nữa
nếu chúng ta quyết định nắm,tay
người bạn nào đó là kì,cục
thì đúng là ted đã vi phạm luật huynh,đệ
nên câu hỏi,là
nếu ted đã đến công,viên
và nắm tay,barney
thì chuyện đó có kì,không
,không
,có
thấy,không
không kì cục chút,nào
tôi không biết nói,gì
cứ là chính cậu,thôi
nói gì đó,tốt
cái nào không nói cả hai,được
cảnh báo gái lẳng,lơ
đó là con gái 14 tuổi của,tôi
cảnh báo bà mẹ,tồi
là cô à tóc mái đẹp,đó
cậu bị làm sao,vậy
tôi không làm,được
tôi được nuôi dạy như một đứa con,trai
tôi không hòa hợp với phụ,nữ
chúng ta bỏ qua chuyện này được,không
được rồi tôi chưa từng,nghĩ
sẽ dùng bí kíp của chồng sắp cưới của,cậu
nhưng đã đến lúc nhắm vào cô đang,khóc
không kì cục chút,nào
marshall tại sao ta lại làm thế,này
hai thằng đàn ông ngồi trên,biển
với thứ vô,hồn
giả vờ là người sống thật ngu,ngốc
vậy nghĩa là weekend at bernie,s
cũng ngu,ngốc
hết chối điện,tử
giờ thì trước khi tôi đưa ra phán,quyết
chúng ta cần tái hiện sự,việc
tại chỗ đu quay càng thật càng,tốt
vì ted nói cậu ấy đã an ủi,robin
cậu ấy cần làm tương tự với,barney
